labcode;country;region;longitude;latitude;site;sample;material;species;d13C;r_date;r_date_sigma;qual;F14C;F14C_sigma;environment;context;period;dynasty;reign
OxA-28458;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 981-990;wood;kauri;-20.728;11020;45;;0.25368;0.00137;NA;NA;NA;NA;NA
OxA-28459;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1011-1020;wood;kauri;-20.986;11020;45;;0.25367;0.00142;NA;NA;NA;NA;NA
OxA-28460;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1041-1050;wood;kauri;-20.706;11055;45;;0.25249;0.0014;NA;NA;NA;NA;NA
OxA-28461;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1071-1080;wood;kauri;-20.71;11130;45;;0.2502;0.00138;NA;NA;NA;NA;NA
OxA-28462;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1101-1110;wood;kauri;-21.327;11075;50;;0.25188;0.0016;NA;NA;NA;NA;NA
OxA-28463;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1131-1140;wood;kauri;-21.606;11005;50;;0.25416;0.00164;NA;NA;NA;NA;NA
OxA-28464;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1161-1170;wood;kauri;-21.814;11000;50;;0.25429;0.00154;NA;NA;NA;NA;NA
OxA-28465;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1191-1200;wood;kauri;-21.647;10930;50;;0.25645;0.00161;NA;NA;NA;NA;NA
OxA-28466;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 961-970;wood;kauri;-21.161;11065;45;;0.25226;0.00137;NA;NA;NA;NA;NA
OxA-28467;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 971-980;wood;kauri;-21.179;11095;45;;0.25121;0.00136;NA;NA;NA;NA;NA
OxA-28468;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 991-1000;wood;kauri;-20.562;11060;45;;0.25246;0.00138;NA;NA;NA;NA;NA
OxA-28469;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1001-1010;wood;kauri;-21.5375;11115;50;;0.25072;0.00149;NA;NA;NA;NA;NA
OxA-28470;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1021-1030;wood;kauri;-21.443;11125;50;;0.25027;0.00148;NA;NA;NA;NA;NA
OxA-28471;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1051-1060;wood;kauri;-21.061;11125;45;;0.25035;0.00137;NA;NA;NA;NA;NA
OxA-28472;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1061-1070;wood;kauri;-21.414;11070;45;;0.25213;0.00138;NA;NA;NA;NA;NA
OxA-28473;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1091-1100;wood;kauri;-22.459;11020;45;;0.25358;0.00141;NA;NA;NA;NA;NA
OxA-28474;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1111-1120;wood;kauri;-20.878;11035;45;;0.25311;0.00139;NA;NA;NA;NA;NA
OxA-28475;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1121-1130;wood;kauri;-21.628;10995;45;;0.25437;0.00142;NA;NA;NA;NA;NA
OxA-28476;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1151-1160;wood;kauri;-21.361;11020;45;;0.25369;0.00136;NA;NA;NA;NA;NA
OxA-28477;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1171-1180;wood;kauri;-21.795;10950;45;;0.25592;0.00136;NA;NA;NA;NA;NA
OxA-28478;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1211-1220;wood;kauri;-21.653;10970;45;;0.2553;0.00138;NA;NA;NA;NA;NA
OxA-28479;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1241-1250;wood;kauri;-21.596;10910;45;;0.25721;0.00137;NA;NA;NA;NA;NA
OxA-28480;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 951-960;wood;kauri;-21.289;11070;50;;0.25203;0.00149;NA;NA;NA;NA;NA
OxA-28481;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1031-1040;wood;kauri;-21.168;11080;50;;0.25168;0.00149;NA;NA;NA;NA;NA
OxA-28482;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1081-1090;wood;kauri;-21.654;10975;45;;0.25501;0.00151;NA;NA;NA;NA;NA
OxA-28483;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1141-1150;wood;kauri;-21.792;11050;45;;0.25266;0.00147;NA;NA;NA;NA;NA
OxA-28484;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1171-1180;wood;kauri;-21.739;10965;50;;0.25533;0.00154;NA;NA;NA;NA;NA
OxA-28485;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1181-1190;wood;kauri;-21.619;10905;45;;0.25729;0.00147;NA;NA;NA;NA;NA
OxA-28486;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1201-1210;wood;kauri;-22.206;11000;45;;0.25429;0.00147;NA;NA;NA;NA;NA
OxA-28487;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1221-1230;wood;kauri;-21.83;10985;50;;0.25479;0.00151;NA;NA;NA;NA;NA
OxA-28488;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;rings 1231-1240;wood;kauri;-22.162;10985;45;;0.25473;0.0015;NA;NA;NA;NA;NA
OxA-28491;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 125, rings 1251-1260;wood;kauri;-21.78;10925;45;;0.25668;0.00149;NA;NA;NA;NA;NA
OxA-28492;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 126, rings 1261-1270;wood;kauri;-21.72;10900;45;;0.25745;0.00142;NA;NA;NA;NA;NA
OxA-28493;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 128, rings 1281-1290;wood;kauri;-22.521;10790;45;;0.26097;0.00144;NA;NA;NA;NA;NA
OxA-28494;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 129, rings 1291-1300;wood;kauri;-22.739;10765;45;;0.26175;0.00142;NA;NA;NA;NA;NA
OxA-28495;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 130, rings 1301-1310;wood;kauri;-23.181;10700;45;;0.26402;0.00144;NA;NA;NA;NA;NA
OxA-28496;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 130, rings 1301-1310;wood;kauri;-23.206;10675;45;;0.2648;0.0015;NA;NA;NA;NA;NA
OxA-28497;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 133, rings 1331-1340;wood;kauri;-22.432;10640;45;;0.26585;0.00154;NA;NA;NA;NA;NA
OxA-28498;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 134, rings 1341-1350;wood;kauri;-21.531;10695;45;;0.26412;0.00147;NA;NA;NA;NA;NA
OxA-28499;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 136, rings 1361-1370;wood;kauri;-21.369;10725;45;;0.2631;0.00154;NA;NA;NA;NA;NA
OxA-28500;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 137, rings 1371-1380;wood;kauri;-21.383;10605;45;;0.26704;0.00155;NA;NA;NA;NA;NA
OxA-28501;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 139, rings 1391-1400;wood;kauri;-21.857;10530;45;;0.2696;0.00155;NA;NA;NA;NA;NA
OxA-28502;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 139, rings 1391-1400;wood;kauri;-21.834;10520;45;;0.26987;0.00144;NA;NA;NA;NA;NA
OxA-28503;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 127, rings 1271-1280;wood;kauri;-22.528;10735;45;;0.26287;0.0014;NA;NA;NA;NA;NA
OxA-28504;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 131, rings 1311-1320;wood;kauri;-22.884;10600;40;;0.26723;0.00141;NA;NA;NA;NA;NA
OxA-28505;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 132, rings 1321-1330;wood;kauri;-22.736;10650;45;;0.26559;0.00147;NA;NA;NA;NA;NA
OxA-28506;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 135, rings 1351-1360;wood;kauri;-21.39;10615;45;;0.26672;0.00151;NA;NA;NA;NA;NA
OxA-28507;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 138, rings 1381-1390;wood;kauri;-21.486;10580;45;;0.26799;0.00143;NA;NA;NA;NA;NA
OxA-28512;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 140, rings 1401-1410;wood;kauri;-22.088;10525;40;;0.26975;0.00142;NA;NA;NA;NA;NA
OxA-28513;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 142, rings 1421-1430;wood;kauri;-21.482;10555;45;;0.26876;0.00149;NA;NA;NA;NA;NA
OxA-28514;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 144, rings 1441-1450;wood;kauri;-22.121;10505;40;;0.27045;0.0014;NA;NA;NA;NA;NA
OxA-28515;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 144, rings 1441-1450;wood;kauri;-21.914;10520;45;;0.26992;0.00146;NA;NA;NA;NA;NA
OxA-28516;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 146, rings 1461-1470;wood;kauri;-22.152;10505;40;;0.27052;0.00137;NA;NA;NA;NA;NA
OxA-28517;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 148, rings 1481-1490;wood;kauri;-21.814;10630;45;;0.2663;0.00142;NA;NA;NA;NA;NA
OxA-28518;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 150, rings 1501-1510;wood;kauri;-22.21;10570;40;;0.26827;0.00139;NA;NA;NA;NA;NA
OxA-28519;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 152, rings 1521-1530;wood;kauri;-22.695;10495;40;;0.27073;0.00142;NA;NA;NA;NA;NA
OxA-28520;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 153, rings 1531-1540;wood;kauri;-22.494;10480;40;;0.2713;0.0014;NA;NA;NA;NA;NA
OxA-28521;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 154, rings 1541-1550;wood;kauri;-22.114;10495;40;;0.27074;0.00142;NA;NA;NA;NA;NA
OxA-28522;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 155, rings 1551-1560;wood;kauri;-22.681;10500;45;;0.27055;0.00146;NA;NA;NA;NA;NA
OxA-28523;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 156, rings 1561-1570;wood;kauri;-22.784;10440;45;;0.27261;0.00145;NA;NA;NA;NA;NA
OxA-28524;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 157, rings 1571-1580;wood;kauri;-22.435;10395;45;;0.27412;0.00146;NA;NA;NA;NA;NA
OxA-28525;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 158, rings 1581-1590;wood;kauri;-23.51;10440;40;;0.27265;0.00138;NA;NA;NA;NA;NA
OxA-28526;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 159, rings 1591-1600;wood;kauri;-22.714;10440;40;;0.27255;0.0014;NA;NA;NA;NA;NA
OxA-28527;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 160, rings 1601-1610;wood;kauri;-22.658;10435;40;;0.27275;0.00141;NA;NA;NA;NA;NA
OxA-28528;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 161, rings 1611-1620;wood;kauri;-23.062;10405;40;;0.27374;0.00142;NA;NA;NA;NA;NA
OxA-28529;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 162, rings 1621-1630;wood;kauri;-22.088;10475;40;;0.27139;0.00141;NA;NA;NA;NA;NA
OxA-28530;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 163, rings 1631-1640;wood;kauri;-21.318;10330;40;;0.27646;0.0014;NA;NA;NA;NA;NA
OxA-28531;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 164, rings 1641-1650;wood;kauri;-22.45;10415;40;;0.27348;0.00137;NA;NA;NA;NA;NA
OxA-28532;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 164, rings 1641-1650;wood;kauri;-22.582;10430;40;;0.27302;0.00143;NA;NA;NA;NA;NA
OxA-28533;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 165, rings 1651-1660;wood;kauri;-21.857;10470;40;;0.27157;0.00138;NA;NA;NA;NA;NA
OxA-28534;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 166, rings 1661-1670;wood;kauri;-20.636;10500;40;;0.27059;0.0014;NA;NA;NA;NA;NA
OxA-28535;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 167, rings 1671-1680;wood;kauri;-21.491;10455;40;;0.27214;0.0014;NA;NA;NA;NA;NA
OxA-28536;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 168, rings 1681-1690;wood;kauri;-20.996;10384;39;;0.27453;0.00132;NA;NA;NA;NA;NA
OxA-28537;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 169, rings 1691-1700;wood;kauri;-21.344;10430;40;;0.27294;0.00141;NA;NA;NA;NA;NA
OxA-28538;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 170, rings 1701-1710;wood;kauri;-20.622;10450;45;;0.27228;0.00145;NA;NA;NA;NA;NA
OxA-28539;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 171, rings 1711-1720;wood;kauri;-22.214;10500;40;;0.27054;0.00139;NA;NA;NA;NA;NA
OxA-28540;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 172, rings 1721-1730;wood;kauri;-21.969;10480;45;;0.27122;0.00147;NA;NA;NA;NA;NA
OxA-28541;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 173, rings 1731-1740;wood;kauri;-20.951;10415;40;;0.27356;0.00138;NA;NA;NA;NA;NA
OxA-28542;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 175, rings 1751-1760;wood;kauri;-21.253;10450;40;;0.27224;0.00136;NA;NA;NA;NA;NA
OxA-28543;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 176, rings 1761-1770;wood;kauri;-21.426;10430;40;;0.27302;0.00142;NA;NA;NA;NA;NA
OxA-28544;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 177, rings 1771-1780;wood;kauri;-21.238;10419;40;;0.27333;0.00135;NA;NA;NA;NA;NA
OxA-28545;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 179, rings 1791-1800;wood;kauri;-21.978;10440;40;;0.2727;0.00142;NA;NA;NA;NA;NA
OxA-28550;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 141, rings 1411-1420;wood;kauri;-22.805;10530;50;;0.26961;0.00162;NA;NA;NA;NA;NA
OxA-28551;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 143, rings 1431-1440;wood;kauri;-22.08;10465;45;;0.27179;0.00151;NA;NA;NA;NA;NA
OxA-28553;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 145, rings 1451-1460;wood;kauri;-22.46;10580;45;;0.26792;0.00148;NA;NA;NA;NA;NA
OxA-28555;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 147, rings 1471-1480;wood;kauri;-21.952;10640;50;;0.26591;0.00165;NA;NA;NA;NA;NA
OxA-28557;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 149, rings 1491-1500;wood;kauri;-22;10650;45;;0.26556;0.00149;NA;NA;NA;NA;NA
OxA-28559;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 151, rings 1511-1520;wood;kauri;-23.003;10615;45;;0.26675;0.00144;NA;NA;NA;NA;NA
OxA-28563;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 190, rings 1901-1910;plant remains;kauri;-21.142;10409;38;;0.27369;0.0013;NA;NA;NA;NA;NA
OxA-28564;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 192, rings 1921-1930;plant remains;kauri;-21.308;10345;39;;0.27587;0.00132;NA;NA;NA;NA;NA
OxA-28565;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 193, rings 1931-1940;plant remains;kauri;-21.317;10345;39;;0.27586;0.00133;NA;NA;NA;NA;NA
OxA-28566;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 194, rings 1941-1950;plant remains;kauri;-22.136;10336;40;;0.27619;0.00136;NA;NA;NA;NA;NA
OxA-28567;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 195, rings 1951-1960;plant remains;kauri;-22.083;10350;40;;0.27569;0.00141;NA;NA;NA;NA;NA
OxA-28568;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 199, rings 1991-2000;plant remains;kauri;-22.298;10325;38;;0.27655;0.0013;NA;NA;NA;NA;NA
OxA-28569;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 200, rings 2001-2010;plant remains;kauri;-23.166;10385;40;;0.27453;0.0014;NA;NA;NA;NA;NA
OxA-28570;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 201, rings 2011-2020;plant remains;kauri;-22.494;10326;40;;0.27652;0.00137;NA;NA;NA;NA;NA
OxA-28571;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 203, rings 2031-2040;plant remains;kauri;-23.141;10340;38;;0.27603;0.00131;NA;NA;NA;NA;NA
OxA-28572;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 204, rings 2041-2050;plant remains;kauri;-22.714;10345;40;;0.27591;0.0014;NA;NA;NA;NA;NA
OxA-28573;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 207, rings 2071-2080;plant remains;kauri;-23.183;10250;45;;0.27923;0.00149;NA;NA;NA;NA;NA
OxA-28574;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 208, rings 2081-2090;plant remains;kauri;-22.031;10291;40;;0.27773;0.00137;NA;NA;NA;NA;NA
OxA-28575;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 210, rings 2101-2110;plant remains;kauri;-22.412;10230;37;;0.27986;0.0013;NA;NA;NA;NA;NA
OxA-28576;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 181, rings 1811-1820;plant remains;kauri;-22.326;10465;39;;0.2718;0.00133;NA;NA;NA;NA;NA
OxA-28577;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 181, rings 1811-1820;plant remains;kauri;-21.638;10455;40;;0.27213;0.00134;NA;NA;NA;NA;NA
OxA-28578;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 185, rings 1851-1860;plant remains;kauri;-22.276;10445;45;;0.27238;0.00146;NA;NA;NA;NA;NA
OxA-28579;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 186, rings 1861-1870;plant remains;kauri;-22.013;10347;39;;0.2758;0.00133;NA;NA;NA;NA;NA
OxA-28580;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 188, rings 1881-1890;plant remains;kauri;-21.836;10360;45;;0.27542;0.00151;NA;NA;NA;NA;NA
OxA-28581;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 191, rings 1911-1920;plant remains;kauri;-21.3768;10395;45;;0.27416;0.00151;NA;NA;NA;NA;NA
OxA-28582;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 193, rings 1931-1940;plant remains;kauri;-21.1996;10385;40;;0.2745;0.00139;NA;NA;NA;NA;NA
OxA-28583;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 196, rings 1961-1970;plant remains;kauri;-21.9556;10345;45;;0.27582;0.00146;NA;NA;NA;NA;NA
OxA-28584;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 197, rings 1971-1980;plant remains;kauri;-23.1282;10295;40;;0.27764;0.00143;NA;NA;NA;NA;NA
OxA-28585;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 198, rings 1981-1990;plant remains;kauri;-22.5421;10360;45;;0.27543;0.00152;NA;NA;NA;NA;NA
OxA-28586;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 200, rings 2001-2010;plant remains;kauri;-22.9816;10325;45;;0.27664;0.00153;NA;NA;NA;NA;NA
OxA-28587;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 201, rings 2011-2020;plant remains;kauri;-22.4844;10375;45;;0.27478;0.00146;NA;NA;NA;NA;NA
OxA-28588;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 202, rings 2021-2030;plant remains;kauri;-22.585;10340;45;;0.27604;0.00146;NA;NA;NA;NA;NA
OxA-28589;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 205, rings 2051-2060;plant remains;kauri;-23.8818;10275;40;;0.27828;0.00147;NA;NA;NA;NA;NA
OxA-28591;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 206, rings 2061-2070;plant remains;kauri;-22.7267;10290;40;;0.2778;0.00146;NA;NA;NA;NA;NA
OxA-28592;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 209, rings 2091-2100;plant remains;kauri;-21.919;10300;40;;0.2775;0.00144;NA;NA;NA;NA;NA
OxA-28593;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 211, rings 2111-2120;plant remains;kauri;-21.133;10220;45;;0.28026;0.00161;NA;NA;NA;NA;NA
OxA-28594;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 180, rings 1801-1810;plant remains;kauri;-22.1365;10435;45;;0.27273;0.00154;NA;NA;NA;NA;NA
OxA-28595;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 181, rings 1811-1820;plant remains;kauri;-22.147;10485;45;;0.27115;0.00145;NA;NA;NA;NA;NA
OxA-28596;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 182, rings 1821-1830;plant remains;kauri;-22.3175;10425;45;;0.27321;0.00148;NA;NA;NA;NA;NA
OxA-28597;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 183, rings 1831-1840;plant remains;kauri;-22.0255;10455;45;;0.27207;0.00151;NA;NA;NA;NA;NA
OxA-28598;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 184, rings 1841-1850;plant remains;kauri;-21.8825;10390;40;;0.27435;0.00143;NA;NA;NA;NA;NA
OxA-28599;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 187, rings 1871-1880;plant remains;kauri;-22.8545;10385;45;;0.2745;0.00152;NA;NA;NA;NA;NA
OxA-28605;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 143, rings 1431-1440;wood;kauri;-21.5588;10570;50;;0.2682;0.00159;NA;NA;NA;NA;NA
OxA-28606;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 149, rings 1491-1500;wood;kauri;-21.92;10585;50;;0.26772;0.0016;NA;NA;NA;NA;NA
OxA-28607;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 174, rings 1741-1750;wood;kauri;-20.8406;10420;45;;0.27325;0.00151;NA;NA;NA;NA;NA
OxA-28608;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 178, rings 1781-1790;wood;kauri;-21.4465;10365;40;;0.27519;0.00138;NA;NA;NA;NA;NA
OxA-28611;New Zealand;NA;174.173;-35.5065;Alan Crawford Farm, Towai;block 189, rings 1891-1900;wood;kauri;-22.1905;10430;45;;0.27305;0.00149;NA;NA;NA;NA;NA
OxA-28489;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-22.477;55400;0;>;0;0.00051;NA;NA;NA;NA;NA
OxA-28490;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-22.435;52800;0;>;0.00035;0.00052;NA;NA;NA;NA;NA
OxA-28508;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-22.608;53900;0;>;0;0.00061;NA;NA;NA;NA;NA
OxA-28509;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-22.105;53300;0;>;0.00022;0.00055;NA;NA;NA;NA;NA
OxA-28510;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-22.094;53600;0;>;0.00018;0.00054;NA;NA;NA;NA;NA
OxA-28511;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-22.19;54500;0;>;0;0.00056;NA;NA;NA;NA;NA
OxA-28546;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-21.601;55300;0;>;0;0.00052;NA;NA;NA;NA;NA
OxA-28547;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-21.788;55000;0;>;0;0.00053;NA;NA;NA;NA;NA
OxA-28548;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-22.012;51900;0;>;0.00048;0.00055;NA;NA;NA;NA;NA
OxA-28549;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-22.656;55800;0;>;0;0.00048;NA;NA;NA;NA;NA
OxA-28562;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-21.875;53300;0;>;0.00013;0.00059;NA;NA;NA;NA;NA
OxA-28590;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-22.2409;55200;0;>;0;0.00052;NA;NA;NA;NA;NA
OxA-28600;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-22.0761;53300;0;>;0.00028;0.00051;NA;NA;NA;NA;NA
OxA-28601;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-22.2052;48600;0;>;0;0.00118;NA;NA;NA;NA;NA
OxA-28602;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-21.7792;55200;0;>;0;0.00052;NA;NA;NA;NA;NA
OxA-28603;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-21.8237;52200;0;>;0.00024;0.00063;NA;NA;NA;NA;NA
OxA-28604;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-22.097;54700;0;>;0.00017;0.00047;NA;NA;NA;NA;NA
OxA-28609;New Zealand;NA;0;0;Renton Rd, Northland;Wk-17031;wood;kauri;-21.7847;54300;0;>;8e-05;0.00054;NA;NA;NA;NA;NA
